Title,Content,Combined_Text,Cluster_Labels,topic,sentiment_score,sentiment_category
SC declines to intervene on DMK’s signature campaign against NEET,petitioner advocate l ravi president desiya makkal sakthi katchi said tamil nadu minister udayanithi stalin announced signature campaign conduct neet exam,SC declines to intervene on DMK’s signature campaign against NEET petitioner advocate l ravi president desiya makkal sakthi katchi said tamil nadu minister udayanithi stalin announced signature campaign conduct neet exam,1,Cultural,0.0,Neutral
Supreme Court to hear senior IPS officer’s plea against his removal as Himachal DGP following High Court order,bench chief justice chandrachud justice j b pardiwala justice manoj misra took note submission senior advocate mukul rohatgi appearing sanjay kundu agreed hear plea,Supreme Court to hear senior IPS officer’s plea against his removal as Himachal DGP following High Court order bench chief justice chandrachud justice j b pardiwala justice manoj misra took note submission senior advocate mukul rohatgi appearing sanjay kundu agreed hear plea,2,Politics,0.9423,Positive
Sabarimala | Travancore Devaswom Board to stop spot booking from January 10 to check Makaravilakku rush,virtual queue booking january limited ceiling brought another following day,Sabarimala | Travancore Devaswom Board to stop spot booking from January 10 to check Makaravilakku rush virtual queue booking january limited ceiling brought another following day,3,Business,-0.4767,Negative
Hackers hit Australian state's court recording database,hacker accessed court recording database australia victoria state disrupted audio visual court technology network impacting recording transcription service official said tuesday,Hackers hit Australian state's court recording database hacker accessed court recording database australia victoria state disrupted audio visual court technology network impacting recording transcription service official said tuesday,3,Business,0.0,Neutral
Israel-Palestine conflict | More strikes on Gaza after Israel warns war will last through 2024,nearly three month conflict claimed almost life gaza according hamas run health ministry devastated much besieged territory,Israel-Palestine conflict | More strikes on Gaza after Israel warns war will last through 2024 nearly three month conflict claimed almost life gaza according hamas run health ministry devastated much besieged territory,0,Global Conflicts,-0.9402,Negative
AUS vs PAK | Australia announce unchanged playing XI for third Test against Pakistan,attention veteran opener david warner say goodbye longest format game front home fan sydney cricket ground january,AUS vs PAK | Australia announce unchanged playing XI for third Test against Pakistan attention veteran opener david warner say goodbye longest format game front home fan sydney cricket ground january,4,Entertainment,0.4767,Positive
"HUL receives GST demand, penalties of ₹447.5 crore from authorities of five States",company received total five order passed several zone gst official issue disallowance gst credit salary including allowance paid expat etc,"HUL receives GST demand, penalties of ₹447.5 crore from authorities of five States company received total five order passed several zone gst official issue disallowance gst credit salary including allowance paid expat etc",3,Business,0.2732,Positive
"Bitcoin climbs above $45,000 for first time since April 2022",bitcoin touched month peak gaining last year strongest performance since,"Bitcoin climbs above $45,000 for first time since April 2022 bitcoin touched month peak gaining last year strongest performance since",3,Business,0.6908,Positive
Jonathan Trott to continue as Afghanistan head coach for 2024,afghanistan finished sixth team world cup registered upset win former winner england pakistan sri lanka came close humbling eventual champion australia,Jonathan Trott to continue as Afghanistan head coach for 2024 afghanistan finished sixth team world cup registered upset win former winner england pakistan sri lanka came close humbling eventual champion australia,4,Entertainment,0.872,Positive
"Centre wants Opposition MPs to behave like Bidhuri, Brij Bhushan to avoid suspension: TMC's O'Brien",hundred opposition mp lok sabha rajya sabha suspended recent winter session parliament,"Centre wants Opposition MPs to behave like Bidhuri, Brij Bhushan to avoid suspension: TMC's O'Brien hundred opposition mp lok sabha rajya sabha suspended recent winter session parliament",2,Politics,-0.4215,Negative
Manipur firing incident | Lilong Chingjao tense as death toll rises to 4,tension reduced manipur cm n biren singh assured culprit arrested punished,Manipur firing incident | Lilong Chingjao tense as death toll rises to 4 tension reduced manipur cm n biren singh assured culprit arrested punished,1,Cultural,-0.9274,Negative
General body meeting of Karnataka NRI forum held in Jeddah,raza ali khan country manager air india air india express western province saudi arabia guest honour event,General body meeting of Karnataka NRI forum held in Jeddah raza ali khan country manager air india air india express western province saudi arabia guest honour event,0,Global Conflicts,0.5719,Positive
Hong Kong tycoon Jimmy Lai pleads not guilty to national security crimes,year old accused two count colluding foreign force calling international sanction chinese hong kong official,Hong Kong tycoon Jimmy Lai pleads not guilty to national security crimes year old accused two count colluding foreign force calling international sanction chinese hong kong official,2,Politics,0.0854,Positive
Karti Chidambaram appears before ED in Chinese visa money laundering case,probe pertains allegation lakh paid kickback karti chidambaram close associate bhaskararaman top executive vedanta group company,Karti Chidambaram appears before ED in Chinese visa money laundering case probe pertains allegation lakh paid kickback karti chidambaram close associate bhaskararaman top executive vedanta group company,2,Politics,0.2023,Positive
11 Congress leaders booked for ‘obstructing and threatening’ police during siege of Palarivattom police station in Kerala,booked include mlas mp according fir siege sit caused hardship people motorist disrupting public transport,11 Congress leaders booked for ‘obstructing and threatening’ police during siege of Palarivattom police station in Kerala booked include mlas mp according fir siege sit caused hardship people motorist disrupting public transport,0,Global Conflicts,-0.3182,Negative
Taiwan detects two Chinese balloons on January 1,balloon seen crossing median line taiwan strait two location one near western city chiayi another keelung north,Taiwan detects two Chinese balloons on January 1 balloon seen crossing median line taiwan strait two location one near western city chiayi another keelung north,0,Global Conflicts,0.0,Neutral
"Ana Ofelia Murguia, voice of Disney’s ‘Coco’, passes away",murguia voiced role mama coco disney two time oscar winning animated feature film,"Ana Ofelia Murguia, voice of Disney’s ‘Coco’, passes away murguia voiced role mama coco disney two time oscar winning animated feature film",4,Entertainment,0.5267,Positive
"Jairam Ramesh writes to CEC, seeks time for INDIA bloc team to put forward view on VVPATS",mr ramesh said india party leader requested appointment eci discus provide suggestion use vvpats based resolution passed meeting leader bloc,"Jairam Ramesh writes to CEC, seeks time for INDIA bloc team to put forward view on VVPATS mr ramesh said india party leader requested appointment eci discus provide suggestion use vvpats based resolution passed meeting leader bloc",2,Politics,0.4019,Positive
The ‘restaurant’ is getting filled up,water perumbakkam wetland dropping level acceptable specie post michaung blanketed squawk trill new inflow various quarter due monsoonal rain spread wetland become wider result feeding frenzy seen particularly morning hour image one hour december,The ‘restaurant’ is getting filled up water perumbakkam wetland dropping level acceptable specie post michaung blanketed squawk trill new inflow various quarter due monsoonal rain spread wetland become wider result feeding frenzy seen particularly morning hour image one hour december,3,Business,0.0,Neutral
"Top news developments in Karnataka on January 2, 2024",key news development watch karnataka today,"Top news developments in Karnataka on January 2, 2024 key news development watch karnataka today",3,Business,0.2023,Positive
Truck drivers across States protest Centre’s new law on hit-and-run cases,per new law hit run case attract year jail term fine lakh,Truck drivers across States protest Centre’s new law on hit-and-run cases per new law hit run case attract year jail term fine lakh,3,Business,0.3182,Positive
11 departure delays reported at KIA Bengaluru,official informed flight delhi chandigarh vijayawada bhopal varanasi among impacted,11 departure delays reported at KIA Bengaluru official informed flight delhi chandigarh vijayawada bhopal varanasi among impacted,0,Global Conflicts,-0.7125,Negative
Markets fall in early trade; Sensex down 200 points,nifty declined point,Markets fall in early trade; Sensex down 200 points nifty declined point,3,Business,0.4019,Positive
A total of 112 Rohingyas among 744 infiltrators nabbed along India-Bangladesh border in 2023 in Tripura,number highest last three year bsf tripura frontier nabbing infiltrator official said,A total of 112 Rohingyas among 744 infiltrators nabbed along India-Bangladesh border in 2023 in Tripura number highest last three year bsf tripura frontier nabbing infiltrator official said,0,Global Conflicts,0.0772,Positive
"Plea in Supreme Court seeks ‘independent, transparent’ system to appoint CEC, ECs",plea sought court injunct implementation gazette notification december rolling chief election commissioner election commissioner appointment condition service term office act,"Plea in Supreme Court seeks ‘independent, transparent’ system to appoint CEC, ECs plea sought court injunct implementation gazette notification december rolling chief election commissioner election commissioner appointment condition service term office act",2,Politics,0.5574,Positive
Rupee falls 11 paise to 83.32 against U.S. dollar in early trade,forex trader said foreign fund outflow dollar demand importer weighed investor sentiment,Rupee falls 11 paise to 83.32 against U.S. dollar in early trade forex trader said foreign fund outflow dollar demand importer weighed investor sentiment,3,Business,-0.128,Negative
भविष्य का संकेत: इसरो का पीएसएलवी सी58 मिशन,,,1,Cultural,0.0,Neutral
जंग का बढ़ता दायराः गाजा का जंग इजराइल-फिलीस्तीन से परे जा रहा है,,,1,Cultural,0.0,Neutral
"Meerut municipal house ruckus | BJP intoxicated with power, says Jayant Choudhary",member bjp opposition party came blow meerut municipal corporation board meeting recently side accusing insulting attacking councillor,"Meerut municipal house ruckus | BJP intoxicated with power, says Jayant Choudhary member bjp opposition party came blow meerut municipal corporation board meeting recently side accusing insulting attacking councillor",2,Politics,-0.6369,Negative
"Three killed, 8 injured in separate shootings early New Year's Day in Los Angeles",investigator believe shooting stemmed dispute party held industrial area warehouse commercial building,"Three killed, 8 injured in separate shootings early New Year's Day in Los Angeles investigator believe shooting stemmed dispute party held industrial area warehouse commercial building",0,Global Conflicts,-0.802,Negative
"Video of Bihar cop thrashing woman goes viral, probe ordered",local claimed woman sustained injury police action subsequently admitted private nursing home treatment,"Video of Bihar cop thrashing woman goes viral, probe ordered local claimed woman sustained injury police action subsequently admitted private nursing home treatment",0,Global Conflicts,-0.34,Negative
"Ukraine military raises air alerts, warns of missile threat",takeoff detected far northern olenya airfield southern engels airbase multiple tupolev tu bomber russia airspace ukraine military official said telegram,"Ukraine military raises air alerts, warns of missile threat takeoff detected far northern olenya airfield southern engels airbase multiple tupolev tu bomber russia airspace ukraine military official said telegram",0,Global Conflicts,-0.5859,Negative
Delhi fog: 26 trains delayed due to low visibility,people took shelter night shelter home cold weather condition intensified new delhi january night,Delhi fog: 26 trains delayed due to low visibility people took shelter night shelter home cold weather condition intensified new delhi january night,0,Global Conflicts,-0.4588,Negative
"Ola Electric records over 30,000 registrations in December, dominates the 2W EV segment with 40% market share",company clocked highest ever monthly registration month posted year year growth compared month last year,"Ola Electric records over 30,000 registrations in December, dominates the 2W EV segment with 40% market share company clocked highest ever monthly registration month posted year year growth compared month last year",3,Business,0.6124,Positive
"RINL registered 21% growth in sales volume between April and December 2023, says CMD",rinl crude steel production crossed mt mark june say atul bhatt,"RINL registered 21% growth in sales volume between April and December 2023, says CMD rinl crude steel production crossed mt mark june say atul bhatt",3,Business,-0.2732,Negative
Ashes of Canadian 'Star Trek' fan to be sent into space along with those of TV series' stars,family mother eight huge star trek fan ensured final frontier ultimate resting place,Ashes of Canadian 'Star Trek' fan to be sent into space along with those of TV series' stars family mother eight huge star trek fan ensured final frontier ultimate resting place,4,Entertainment,0.7096,Positive
Three-year-old girl rescued from borewell in Gujarat village dies,toddler taken borewell unconscious condition around p january rushed hospital jam khambhalia town treatment,Three-year-old girl rescued from borewell in Gujarat village dies toddler taken borewell unconscious condition around p january rushed hospital jam khambhalia town treatment,0,Global Conflicts,0.4215,Positive
Top news developments from Kerala today,list top news development kerala january tuesday,Top news developments from Kerala today list top news development kerala january tuesday,3,Business,0.3818,Positive
Top news developments from Telangana today,key news development watch today,Top news developments from Telangana today key news development watch today,3,Business,0.2023,Positive
"‘Dr. B.R. Ambedkar: Now and Then is about assertion of the marginalised and a new Bahujan feminist gaze’
Premium",jyoti nisha belief people need educated caste documentary try offer new lens viewer look problem woven structure society often go unnoticed,"‘Dr. B.R. Ambedkar: Now and Then is about assertion of the marginalised and a new Bahujan feminist gaze’
Premium jyoti nisha belief people need educated caste documentary try offer new lens viewer look problem woven structure society often go unnoticed",4,Entertainment,-0.4019,Negative
A unique way to tell time in 2024,kumaresh creation instance focus number offer intellectual playground filled travel trivia mind bending math puzzle,A unique way to tell time in 2024 kumaresh creation instance focus number offer intellectual playground filled travel trivia mind bending math puzzle,4,Entertainment,0.6908,Positive
South Korean opposition leader stabbed in neck,mr lee walking crowd journalist visiting site new airport man pushed lunged striking neck footage south korean television channel showed,South Korean opposition leader stabbed in neck mr lee walking crowd journalist visiting site new airport man pushed lunged striking neck footage south korean television channel showed,0,Global Conflicts,-0.4404,Negative
KCBC slams Minister for remarks on priests’ presence at PM’s Xmas meet,kerala catholic bishop council spokesperson criticises saji cherian remark say people responsible position temper word public statement made muraleedharan term comment insult society,KCBC slams Minister for remarks on priests’ presence at PM’s Xmas meet kerala catholic bishop council spokesperson criticises saji cherian remark say people responsible position temper word public statement made muraleedharan term comment insult society,2,Politics,-0.7269,Negative
Foreign inflows into Indian bonds spike to 6-year high,overseas investor net bought government bond worth crore october december,Foreign inflows into Indian bonds spike to 6-year high overseas investor net bought government bond worth crore october december,3,Business,0.2263,Positive
Saudi sovereign wealth fund splashes cash in 2023: report,sovereign controlled spending energy transition hit record billion year,Saudi sovereign wealth fund splashes cash in 2023: report sovereign controlled spending energy transition hit record billion year,3,Business,0.6486,Positive
How Chinese regulators talked markets out of a run on the yuan,strategy also chilled large part china foreign exchange market crashing trading volume raising question yuan chance becoming global reserve currency move however prevented destabilising yuan slide,How Chinese regulators talked markets out of a run on the yuan strategy also chilled large part china foreign exchange market crashing trading volume raising question yuan chance becoming global reserve currency move however prevented destabilising yuan slide,3,Business,0.2732,Positive
"As the war rages in Gaza, young Israelis hope for peace in 2024",war israel hamas close completing three month youngster tel aviv gathered celebrate new year expressing fatigue fighting haunted oct attack youth hope fresh start new year,"As the war rages in Gaza, young Israelis hope for peace in 2024 war israel hamas close completing three month youngster tel aviv gathered celebrate new year expressing fatigue fighting haunted oct attack youth hope fresh start new year",0,Global Conflicts,-0.743,Negative
Taiwan's President Tsai urges China to seek 'peaceful coexistence',taiwan le two week election closely watched beijing,Taiwan's President Tsai urges China to seek 'peaceful coexistence' taiwan le two week election closely watched beijing,2,Politics,0.4939,Positive
UN peacekeeping mission wraps up Mali deployment after being ordered out,un stabilisation mission minusma place since,UN peacekeeping mission wraps up Mali deployment after being ordered out un stabilisation mission minusma place since,0,Global Conflicts,0.4588,Positive
Russian drones hit sites linked to Ukrainian nationalists,first smashed window much roof national agrarian university outside western ukrainian city lviv stepan bandera hero ukraine villain according kremlin studied,Russian drones hit sites linked to Ukrainian nationalists first smashed window much roof national agrarian university outside western ukrainian city lviv stepan bandera hero ukraine villain according kremlin studied,0,Global Conflicts,0.0,Neutral
Guinea junta announces constitutional referendum,junta also said people appointed state soon named lead municipal council,Guinea junta announces constitutional referendum junta also said people appointed state soon named lead municipal council,2,Politics,0.0,Neutral
U.S. Supreme Court Chief Justice urges ‘caution’ as AI reshapes legal field,chief justice commentary significant discussion date influence ai law,U.S. Supreme Court Chief Justice urges ‘caution’ as AI reshapes legal field chief justice commentary significant discussion date influence ai law,2,Politics,0.9136,Positive
Ten persons drown in sea off the east coast in the last four days,incident occurred despite police issuing warning venture water,Ten persons drown in sea off the east coast in the last four days incident occurred despite police issuing warning venture water,0,Global Conflicts,-0.3948,Negative
Warli tribe in Mumbai objects to construction of Shivaji museum on land they live on,fear lose home forest gorai urban construction project open floodgate urban construction,Warli tribe in Mumbai objects to construction of Shivaji museum on land they live on fear lose home forest gorai urban construction project open floodgate urban construction,0,Global Conflicts,-0.7096,Negative
"28,811 complaints of crimes against women received in 2023, over 50% from U.P.: NCW data",highest number complaint received right dignity category involves harassment domestic violence,"28,811 complaints of crimes against women received in 2023, over 50% from U.P.: NCW data highest number complaint received right dignity category involves harassment domestic violence",2,Politics,-0.8591,Negative
"Major Japan quake kills 30; damage ‘extensive’, says PM Kishida",scale damage quake still emerging news footage showing toppled building sunken boat countless charred home local without power freezing overnight temperature,"Major Japan quake kills 30; damage ‘extensive’, says PM Kishida scale damage quake still emerging news footage showing toppled building sunken boat countless charred home local without power freezing overnight temperature",0,Global Conflicts,-0.8626,Negative
"‘Congress a thing of the past in Punjab, Delhi’",talk among india bloc party seat sharing punjab said matter would deliberated alliance meeting,"‘Congress a thing of the past in Punjab, Delhi’ talk among india bloc party seat sharing punjab said matter would deliberated alliance meeting",2,Politics,0.6808,Positive
Factionalism to the fore on Trinamool’s foundation day,abhishek banerjee favour new leader aunt party chairperson mamata banerjee want old loyalist remain prominent position,Factionalism to the fore on Trinamool’s foundation day abhishek banerjee favour new leader aunt party chairperson mamata banerjee want old loyalist remain prominent position,2,Politics,0.8658,Positive
"Paper leak scam: CBI chargesheets 15, including 7 security personnel, in J&K",cbi registered case january last year lieutenant governor administration requested investigation agency,"Paper leak scam: CBI chargesheets 15, including 7 security personnel, in J&K cbi registered case january last year lieutenant governor administration requested investigation agency",2,Politics,-0.5719,Negative
Himachal Cabinet gives nod for scheme to help youth set up solar power projects,initiative government help state youth set solar power project also attempt achieve clean energy initiative,Himachal Cabinet gives nod for scheme to help youth set up solar power projects initiative government help state youth set solar power project also attempt achieve clean energy initiative,3,Business,0.8481,Positive
"Morning Digest | GST revenue growth dips to a 3-month low in December; MHA designates Goldy Brar as individual terrorist under UAPA, and more",select list story start day,"Morning Digest | GST revenue growth dips to a 3-month low in December; MHA designates Goldy Brar as individual terrorist under UAPA, and more select list story start day",3,Business,-0.6369,Negative
Dominant Swiatek sends Poland into United Cup quarter-finals,swiatek lost seven game two single match start countdown australian open said playing mixed double good experience,Dominant Swiatek sends Poland into United Cup quarter-finals swiatek lost seven game two single match start countdown australian open said playing mixed double good experience,4,Entertainment,0.6369,Positive
Japan lowers tsunami warning after a series of earthquakes but tells people to stay away from coast,quake largest magnitude started fire collapsed building west coast japan main island honshu unclear many people might killed hurt,Japan lowers tsunami warning after a series of earthquakes but tells people to stay away from coast quake largest magnitude started fire collapsed building west coast japan main island honshu unclear many people might killed hurt,0,Global Conflicts,-0.9684,Negative
Kenya's Chebet shatters women's 5km world record,year old time min sec improved previous woman world record set ethiopia senbere teferi september,Kenya's Chebet shatters women's 5km world record year old time min sec improved previous woman world record set ethiopia senbere teferi september,4,Entertainment,0.4767,Positive
"Amid transporters strike, U.P. asks Divisional Commissioners, DMs to resolve crisis",several union protesting provision bharatiya nyaya sanhita stipulates lakh fine year jail term hit run case,"Amid transporters strike, U.P. asks Divisional Commissioners, DMs to resolve crisis several union protesting provision bharatiya nyaya sanhita stipulates lakh fine year jail term hit run case",2,Politics,-0.6124,Negative
"Congress sounds poll bugle in Haryana, promises to give gas cylinders for ₹500, 300 units of free power",state scheduled go poll later year,"Congress sounds poll bugle in Haryana, promises to give gas cylinders for ₹500, 300 units of free power state scheduled go poll later year",3,Business,0.7096,Positive
Engineers achieve breakthrough in plugging major breach of railway track near Srivaikuntam,restoration work track flood affected tirunelveli tiruchendur section likely january,Engineers achieve breakthrough in plugging major breach of railway track near Srivaikuntam restoration work track flood affected tirunelveli tiruchendur section likely january,3,Business,-0.1531,Negative
Book is the deity and offering at this place of worship in Kannur,open public since navapuram mathaatheetha devalayam house around book three shed writer work tranquillity,Book is the deity and offering at this place of worship in Kannur open public since navapuram mathaatheetha devalayam house around book three shed writer work tranquillity,4,Entertainment,0.6124,Positive
U.K. warns willing to take 'direct action' over Red Sea attacks,houthis say acting solidarity palestinian israel hamas war gaza repeatedly fired drone missile passing ship seaway,U.K. warns willing to take 'direct action' over Red Sea attacks houthis say acting solidarity palestinian israel hamas war gaza repeatedly fired drone missile passing ship seaway,0,Global Conflicts,-0.8625,Negative
Congress demands PM Modi’s apology in IIT-BHU sexual assault case,congress worker protest outside prime minister constituency office varanasi alleged involvement bjp cell office bearer case,Congress demands PM Modi’s apology in IIT-BHU sexual assault case congress worker protest outside prime minister constituency office varanasi alleged involvement bjp cell office bearer case,2,Politics,-0.6808,Negative
"Global planner, designer for Dharavi redevelopment project",adani dharavi redevelopment project private limited joint venture mumbai slum rehabilitation authority partnering architect hafeez contractor design firm sasaki consultancy firm buro happold,"Global planner, designer for Dharavi redevelopment project adani dharavi redevelopment project private limited joint venture mumbai slum rehabilitation authority partnering architect hafeez contractor design firm sasaki consultancy firm buro happold",1,Cultural,-0.1531,Negative
"Ram Rajya coming, pran pratishtha, 2024 elections both will be 'shubh': Temple chief priest",much changed ayodhya since landmark verdict ram temple issue history dispute continues weigh mind many people,"Ram Rajya coming, pran pratishtha, 2024 elections both will be 'shubh': Temple chief priest much changed ayodhya since landmark verdict ram temple issue history dispute continues weigh mind many people",2,Politics,-0.2023,Negative
Four civilians gunned down in Manipur’s Imphal Valley,first incident involving tribal people since ethnic clash broke may,Four civilians gunned down in Manipur’s Imphal Valley first incident involving tribal people since ethnic clash broke may,0,Global Conflicts,-0.4215,Negative
"Six-month-old killed, mother injured in police-Maoist clash in Bijapur",woman caught crossfire trying leave area hearing gunshot,"Six-month-old killed, mother injured in police-Maoist clash in Bijapur woman caught crossfire trying leave area hearing gunshot",0,Global Conflicts,-0.8126,Negative
Over 50 casualties seen in blazes in capital in 2023: Delhi Fire Service,many people rescued last year fire department data showed,Over 50 casualties seen in blazes in capital in 2023: Delhi Fire Service many people rescued last year fire department data showed,0,Global Conflicts,-0.25,Negative
"Responding to the new COVID-19 sub-variants, now and in future
Premium",time handle sars cov covid like respiratory illness individual health concern,"Responding to the new COVID-19 sub-variants, now and in future
Premium time handle sars cov covid like respiratory illness individual health concern",3,Business,-0.0516,Negative
Opposition flays ruling BJP over IT cell members’ role in IIT-BHU case,congress demand pm apology stage protest outside varanasi office social medium flooded photo accused top bjp leader akhilesh yadav,Opposition flays ruling BJP over IT cell members’ role in IIT-BHU case congress demand pm apology stage protest outside varanasi office social medium flooded photo accused top bjp leader akhilesh yadav,2,Politics,-0.4019,Negative
"Reigniting the flame of India-Korea defence cooperation
Premium",nation need transcend confines bilateral cooperation understand role rapidly evolving global scenario,"Reigniting the flame of India-Korea defence cooperation
Premium nation need transcend confines bilateral cooperation understand role rapidly evolving global scenario",3,Business,0.1027,Positive
"Global Investors’ Meet 2024 will focus on distributed growth in T.N., says Minister
Premium",ahead global investor meet scheduled held weekend chennai tamil nadu industry minister r b rajaa interview hindu share focus area goal prospect big ticket event first organised dmk government excerpt,"Global Investors’ Meet 2024 will focus on distributed growth in T.N., says Minister
Premium ahead global investor meet scheduled held weekend chennai tamil nadu industry minister r b rajaa interview hindu share focus area goal prospect big ticket event first organised dmk government excerpt",3,Business,0.7184,Positive
"The woes of pensioners and PF members
Premium",government would well come system address concern pf member pensioner,"The woes of pensioners and PF members
Premium government would well come system address concern pf member pensioner",2,Politics,-0.2023,Negative
"A reluctance to act in Tamil Nadu
Premium",case administrative inaction put spotlight government governor,"A reluctance to act in Tamil Nadu
Premium case administrative inaction put spotlight government governor",2,Politics,-0.5267,Negative
Sign of the future: On ISRO’s PSLV C58 mission,pslv c mission symbol demand made isro,Sign of the future: On ISRO’s PSLV C58 mission pslv c mission symbol demand made isro,3,Business,-0.128,Negative
Israel's Supreme Court overturns a key component of Netanyahu's polarizing judicial overhaul,israel supreme court struck key component prime minister benjamin netanyahu contentious judicial overhaul,Israel's Supreme Court overturns a key component of Netanyahu's polarizing judicial overhaul israel supreme court struck key component prime minister benjamin netanyahu contentious judicial overhaul,2,Politics,0.6124,Positive
Widening war: On the Gaza war going beyond Israel-Palestine,u see houthi attack concern independent gaza war,Widening war: On the Gaza war going beyond Israel-Palestine u see houthi attack concern independent gaza war,0,Global Conflicts,-0.9413,Negative
Devaswom employees take out march demanding implementation of wage revision,demand assembly pa malabar devaswom comprehensive amendment bill,Devaswom employees take out march demanding implementation of wage revision demand assembly pa malabar devaswom comprehensive amendment bill,2,Politics,-0.1027,Negative
"Speed up Mananchira-Vellimadukunnu Road work, says Minister Mohamed Riyas",building compound wall land acquired project demolished soon say official,"Speed up Mananchira-Vellimadukunnu Road work, says Minister Mohamed Riyas building compound wall land acquired project demolished soon say official",0,Global Conflicts,0.0,Neutral
Traffic constable kills pedestrian in an alleged drunk driving accident on New Year’s Eve,according eye witness constable driving two wheeler crashed victim crossing road police said,Traffic constable kills pedestrian in an alleged drunk driving accident on New Year’s Eve according eye witness constable driving two wheeler crashed victim crossing road police said,0,Global Conflicts,-0.8779,Negative
India in South Africa | India must put the Centurion debacle behind and regroup,visiting player extended session practice newlands cricket ground monday ahead second final test beginning wednesday skipper rohit jadeja opt day rest,India in South Africa | India must put the Centurion debacle behind and regroup visiting player extended session practice newlands cricket ground monday ahead second final test beginning wednesday skipper rohit jadeja opt day rest,4,Entertainment,0.0,Neutral
"6 killed, two injured as car hits road divider in Jharkhand",five seater car moving high speed police officer said adding eight person vehicle got trapped taken using gas cutter,"6 killed, two injured as car hits road divider in Jharkhand five seater car moving high speed police officer said adding eight person vehicle got trapped taken using gas cutter",0,Global Conflicts,-0.891,Negative
Dalit woman beaten by police official in Bihar,video gone viral middle aged woman beaten repeatedly baton full public view road allegedly police official,Dalit woman beaten by police official in Bihar video gone viral middle aged woman beaten repeatedly baton full public view road allegedly police official,0,Global Conflicts,-0.6808,Negative
"Could dinosaurs be the reason humans can’t live for 200 years?
Premium",human reach age chance dying double roughly every eight year,"Could dinosaurs be the reason humans can’t live for 200 years?
Premium human reach age chance dying double roughly every eight year",4,Entertainment,0.2732,Positive
Security arrangements put in place ensured incident-free New Year celebrations: City Police,order city police commissioner sandeep rai rathore police personnel home guard deployed effectively enforce security arrangement new year festivity,Security arrangements put in place ensured incident-free New Year celebrations: City Police order city police commissioner sandeep rai rathore police personnel home guard deployed effectively enforce security arrangement new year festivity,0,Global Conflicts,0.872,Positive
Pakistan arrests 21 members of outlawed Pakistani Taliban militant group linked to deadly attacks,pakistan counterterrorism police say arrested member outlawed militant group pakistani taliban behind several deadly attack across country,Pakistan arrests 21 members of outlawed Pakistani Taliban militant group linked to deadly attacks pakistan counterterrorism police say arrested member outlawed militant group pakistani taliban behind several deadly attack across country,0,Global Conflicts,-0.9001,Negative
Sierra Leone leader pardons 352 inmates after failed coup,move came wake alleged coup attempt november armed attacker stormed military armoury two barrack two prison two police station,Sierra Leone leader pardons 352 inmates after failed coup move came wake alleged coup attempt november armed attacker stormed military armoury two barrack two prison two police station,0,Global Conflicts,-0.8442,Negative
Russia launches record number of drones across Ukraine as Moscow and Kyiv continue aerial attacks,ukrainian air force say russia launched record shahed drone ukraine early hour new year day,Russia launches record number of drones across Ukraine as Moscow and Kyiv continue aerial attacks ukrainian air force say russia launched record shahed drone ukraine early hour new year day,0,Global Conflicts,-0.2732,Negative
Paruppu kosumalli: a lentil salad treat,delightful salad traditional favourite known enticing mix flavour texture,Paruppu kosumalli: a lentil salad treat delightful salad traditional favourite known enticing mix flavour texture,1,Cultural,0.7579,Positive
"Jaishankar to begin two-day visit to Nepal on January 4, power pacts on agenda",external affair minister hold joint commission meeting nepali counterpart n p saud agreement modality purchasing mw hydropower nepal card also meet prime minister prachanda,"Jaishankar to begin two-day visit to Nepal on January 4, power pacts on agenda external affair minister hold joint commission meeting nepali counterpart n p saud agreement modality purchasing mw hydropower nepal card also meet prime minister prachanda",2,Politics,0.4939,Positive
Garbage pile-up spurs public concern in Vijayawada amid municipal workers’ statewide indefinite strike,corporation hired worker gudivada nuzvid nearby place clear garbage say vmc official adding trying clear garbage main road busy area,Garbage pile-up spurs public concern in Vijayawada amid municipal workers’ statewide indefinite strike corporation hired worker gudivada nuzvid nearby place clear garbage say vmc official adding trying clear garbage main road busy area,0,Global Conflicts,0.5719,Positive
"What is radiocarbon dating? | Explained
Premium",radiocarbon dating brought first verifiable way keep time many field science significantly transforming,"What is radiocarbon dating? | Explained
Premium radiocarbon dating brought first verifiable way keep time many field science significantly transforming",4,Entertainment,0.0,Neutral
Stalin requests Vairamuthu to write Karunanidhi’s life in verse,releasing maha kavithai poetry collection five element lyricist chief minister said kalaignar karunanidhi deserved biography verse language vairamuthu,Stalin requests Vairamuthu to write Karunanidhi’s life in verse releasing maha kavithai poetry collection five element lyricist chief minister said kalaignar karunanidhi deserved biography verse language vairamuthu,1,Cultural,0.0,Neutral
Former BRS MLA booked for criminal trespass of government land,company owned former legislator claimed ownership government land,Former BRS MLA booked for criminal trespass of government land company owned former legislator claimed ownership government land,2,Politics,-0.5267,Negative
"Release 184 fishermen, India tells Pakistan",pakistan requested ensure safety security welfare indian believed indian civilian prisoner fisherman pending repatriation say ministry external affair,"Release 184 fishermen, India tells Pakistan pakistan requested ensure safety security welfare indian believed indian civilian prisoner fisherman pending repatriation say ministry external affair",2,Politics,0.5106,Positive
Congress questions Modi’s silence over arrest of BJP men in rape case,three office bearer bjp cell accused raping banaras hindu university student campus last november,Congress questions Modi’s silence over arrest of BJP men in rape case three office bearer bjp cell accused raping banaras hindu university student campus last november,2,Politics,-0.9337,Negative
